Fecha diagnóstico;Territorio;Medida;Valor;
11/03/2020;Jaén;Confirmados PCR;9;
11/03/2020;Jaén;Hospitalizados;6;
11/03/2020;Jaén;UCI;1;
11/03/2020;Jaén;Curados;7;
11/03/2020;Jaén;Fallecidos;2;
11/03/2020;Jaén;Total confirmados;9;
11/03/2020;Málaga;Confirmados PCR;20;
11/03/2020;Málaga;Hospitalizados;12;
11/03/2020;Málaga;UCI;5;
11/03/2020;Málaga;Curados;14;
11/03/2020;Málaga;Fallecidos;5;
11/03/2020;Málaga;Total confirmados;20;
11/03/2020;Sevilla;Confirmados PCR;5;
11/03/2020;Sevilla;Hospitalizados;4;
11/03/2020;Sevilla;UCI;2;
11/03/2020;Sevilla;Curados;5;
11/03/2020;Sevilla;Fallecidos;0;
11/03/2020;Sevilla;Total confirmados;5;
10/03/2020;Andalucía;Confirmados PCR;18;
10/03/2020;Andalucía;Hospitalizados;8;
10/03/2020;Andalucía;UCI;2;
10/03/2020;Andalucía;Curados;16;
10/03/2020;Andalucía;Fallecidos;1;
10/03/2020;Andalucía;Total confirmados;18;
10/03/2020;Almería;Confirmados PCR;1;
10/03/2020;Almería;Hospitalizados;0;
10/03/2020;Almería;UCI;0;
10/03/2020;Almería;Curados;1;
10/03/2020;Almería;Fallecidos;0;
10/03/2020;Almería;Total confirmados;1;
10/03/2020;Cádiz;Confirmados PCR;3;
10/03/2020;Cádiz;Hospitalizados;1;
10/03/2020;Cádiz;UCI;0;
10/03/2020;Cádiz;Curados;3;
10/03/2020;Cádiz;Fallecidos;0;
10/03/2020;Cádiz;Total confirmados;3;
10/03/2020;Córdoba;Confirmados PCR;1;
10/03/2020;Córdoba;Hospitalizados;1;
10/03/2020;Córdoba;UCI;1;
10/03/2020;Córdoba;Curados;1;
10/03/2020;Córdoba;Fallecidos;0;
10/03/2020;Córdoba;Total confirmados;1;
10/03/2020;Jaén;Confirmados PCR;1;
10/03/2020;Jaén;Hospitalizados;1;
10/03/2020;Jaén;UCI;0;
10/03/2020;Jaén;Curados;1;
10/03/2020;Jaén;Fallecidos;0;
10/03/2020;Jaén;Total confirmados;1;
10/03/2020;Málaga;Confirmados PCR;12;
10/03/2020;Málaga;Hospitalizados;5;
10/03/2020;Málaga;UCI;1;
10/03/2020;Málaga;Curados;10;
10/03/2020;Málaga;Fallecidos;1;
10/03/2020;Málaga;Total confirmados;12;
09/03/2020;Andalucía;Confirmados PCR;18;
09/03/2020;Andalucía;Hospitalizados;7;
09/03/2020;Andalucía;UCI;4;
09/03/2020;Andalucía;Curados;16;
09/03/2020;Andalucía;Fallecidos;2;
09/03/2020;Andalucía;Total confirmados;18;
09/03/2020;Cádiz;Confirmados PCR;1;
09/03/2020;Cádiz;Hospitalizados;1;
09/03/2020;Cádiz;UCI;1;
09/03/2020;Cádiz;Curados;1;
09/03/2020;Cádiz;Fallecidos;0;
09/03/2020;Cádiz;Total confirmados;1;
09/03/2020;Córdoba;Confirmados PCR;1;
09/03/2020;Córdoba;Hospitalizados;0;
09/03/2020;Córdoba;UCI;0;
09/03/2020;Córdoba;Curados;1;
09/03/2020;Córdoba;Fallecidos;0;
09/03/2020;Córdoba;Total confirmados;1;
09/03/2020;Granada;Confirmados PCR;1;
09/03/2020;Granada;Hospitalizados;1;
09/03/2020;Granada;UCI;1;
09/03/2020;Granada;Curados;1;
09/03/2020;Granada;Fallecidos;0;
09/03/2020;Granada;Total confirmados;1;
09/03/2020;Huelva;Confirmados PCR;1;
09/03/2020;Huelva;Hospitalizados;0;
09/03/2020;Huelva;UCI;0;
09/03/2020;Huelva;Curados;1;
09/03/2020;Huelva;Fallecidos;0;
09/03/2020;Huelva;Total confirmados;1;
09/03/2020;Jaén;Confirmados PCR;1;
09/03/2020;Jaén;Hospitalizados;1;
09/03/2020;Jaén;UCI;1;
09/03/2020;Jaén;Curados;0;
09/03/2020;Jaén;Fallecidos;1;
09/03/2020;Jaén;Total confirmados;1;
09/03/2020;Málaga;Confirmados PCR;13;
09/03/2020;Málaga;Hospitalizados;4;
09/03/2020;Málaga;UCI;1;
09/03/2020;Málaga;Curados;12;
09/03/2020;Málaga;Fallecidos;1;
09/03/2020;Málaga;Total confirmados;13;
08/03/2020;Andalucía;Confirmados PCR;17;
08/03/2020;Andalucía;Hospitalizados;7;
08/03/2020;Andalucía;UCI;1;
08/03/2020;Andalucía;Curados;17;
08/03/2020;Andalucía;Fallecidos;0;
08/03/2020;Andalucía;Total confirmados;17;
08/03/2020;Almería;Confirmados PCR;1;
08/03/2020;Almería;Hospitalizados;0;
08/03/2020;Almería;UCI;0;
08/03/2020;Almería;Curados;1;
08/03/2020;Almería;Fallecidos;0;
08/03/2020;Almería;Total confirmados;1;
08/03/2020;Cádiz;Confirmados PCR;1;
08/03/2020;Cádiz;Hospitalizados;0;
08/03/2020;Cádiz;UCI;0;
08/03/2020;Cádiz;Curados;1;
08/03/2020;Cádiz;Fallecidos;0;
08/03/2020;Cádiz;Total confirmados;1;
08/03/2020;Jaén;Confirmados PCR;4;
08/03/2020;Jaén;Hospitalizados;2;
08/03/2020;Jaén;UCI;0;
08/03/2020;Jaén;Curados;4;
08/03/2020;Jaén;Fallecidos;0;
08/03/2020;Jaén;Total confirmados;4;
08/03/2020;Málaga;Confirmados PCR;11;
08/03/2020;Málaga;Hospitalizados;5;
08/03/2020;Málaga;UCI;1;
08/03/2020;Málaga;Curados;11;
08/03/2020;Málaga;Fallecidos;0;
08/03/2020;Málaga;Total confirmados;11;
07/03/2020;Andalucía;Confirmados PCR;3;
07/03/2020;Andalucía;Hospitalizados;1;
07/03/2020;Andalucía;UCI;0;
07/03/2020;Andalucía;Curados;3;
07/03/2020;Andalucía;Fallecidos;0;
07/03/2020;Andalucía;Total confirmados;3;
07/03/2020;Cádiz;Confirmados PCR;1;
07/03/2020;Cádiz;Hospitalizados;0;
07/03/2020;Cádiz;UCI;0;
07/03/2020;Cádiz;Curados;1;
07/03/2020;Cádiz;Fallecidos;0;
07/03/2020;Cádiz;Total confirmados;1;
07/03/2020;Málaga;Confirmados PCR;1;
07/03/2020;Málaga;Hospitalizados;0;
07/03/2020;Málaga;UCI;0;
07/03/2020;Málaga;Curados;1;
07/03/2020;Málaga;Fallecidos;0;
07/03/2020;Málaga;Total confirmados;1;
07/03/2020;Sevilla;Confirmados PCR;1;
07/03/2020;Sevilla;Hospitalizados;1;
07/03/2020;Sevilla;UCI;0;
07/03/2020;Sevilla;Curados;1;
07/03/2020;Sevilla;Fallecidos;0;
07/03/2020;Sevilla;Total confirmados;1;
06/03/2020;Andalucía;Confirmados PCR;13;
06/03/2020;Andalucía;Hospitalizados;7;
06/03/2020;Andalucía;UCI;3;
06/03/2020;Andalucía;Curados;10;
06/03/2020;Andalucía;Fallecidos;3;
06/03/2020;Andalucía;Total confirmados;13;
06/03/2020;Jaén;Confirmados PCR;1;
06/03/2020;Jaén;Hospitalizados;0;
06/03/2020;Jaén;UCI;0;
06/03/2020;Jaén;Curados;1;
06/03/2020;Jaén;Fallecidos;0;
06/03/2020;Jaén;Total confirmados;1;
06/03/2020;Málaga;Confirmados PCR;11;
06/03/2020;Málaga;Hospitalizados;7;
06/03/2020;Málaga;UCI;3;
06/03/2020;Málaga;Curados;8;
06/03/2020;Málaga;Fallecidos;3;
06/03/2020;Málaga;Total confirmados;11;
06/03/2020;Sevilla;Confirmados PCR;1;
06/03/2020;Sevilla;Hospitalizados;0;
06/03/2020;Sevilla;UCI;0;
06/03/2020;Sevilla;Curados;1;
06/03/2020;Sevilla;Fallecidos;0;
06/03/2020;Sevilla;Total confirmados;1;
05/03/2020;Andalucía;Confirmados PCR;5;
05/03/2020;Andalucía;Hospitalizados;2;
05/03/2020;Andalucía;UCI;0;
05/03/2020;Andalucía;Curados;6;
05/03/2020;Andalucía;Fallecidos;0;
05/03/2020;Andalucía;Total confirmados;6;
05/03/2020;Jaén;Confirmados PCR;1;
05/03/2020;Jaén;Hospitalizados;1;
05/03/2020;Jaén;UCI;0;
05/03/2020;Jaén;Curados;2;
05/03/2020;Jaén;Fallecidos;0;
05/03/2020;Jaén;Total confirmados;2;
05/03/2020;Málaga;Confirmados PCR;2;
05/03/2020;Málaga;Hospitalizados;0;
05/03/2020;Málaga;UCI;0;
05/03/2020;Málaga;Curados;2;
05/03/2020;Málaga;Fallecidos;0;
05/03/2020;Málaga;Total confirmados;2;
05/03/2020;Sevilla;Confirmados PCR;2;
05/03/2020;Sevilla;Hospitalizados;1;
05/03/2020;Sevilla;UCI;0;
05/03/2020;Sevilla;Curados;2;
05/03/2020;Sevilla;Fallecidos;0;
05/03/2020;Sevilla;Total confirmados;2;
03/03/2020;Andalucía;Confirmados PCR;1;
03/03/2020;Andalucía;Hospitalizados;0;
03/03/2020;Andalucía;UCI;0;
03/03/2020;Andalucía;Curados;1;
03/03/2020;Andalucía;Fallecidos;0;
03/03/2020;Andalucía;Total confirmados;1;
03/03/2020;Málaga;Confirmados PCR;1;
03/03/2020;Málaga;Hospitalizados;0;
03/03/2020;Málaga;UCI;0;
03/03/2020;Málaga;Curados;1;
03/03/2020;Málaga;Fallecidos;0;
03/03/2020;Málaga;Total confirmados;1;
02/03/2020;Andalucía;Confirmados PCR;1;
02/03/2020;Andalucía;Hospitalizados;1;
02/03/2020;Andalucía;UCI;1;
02/03/2020;Andalucía;Curados;0;
02/03/2020;Andalucía;Fallecidos;1;
02/03/2020;Andalucía;Total confirmados;1;
02/03/2020;Málaga;Confirmados PCR;1;
02/03/2020;Málaga;Hospitalizados;1;
02/03/2020;Málaga;UCI;1;
02/03/2020;Málaga;Curados;0;
02/03/2020;Málaga;Fallecidos;1;
02/03/2020;Málaga;Total confirmados;1;
29/02/2020;Andalucía;Confirmados PCR;3;
29/02/2020;Andalucía;Hospitalizados;0;
29/02/2020;Andalucía;UCI;0;
29/02/2020;Andalucía;Curados;3;
29/02/2020;Andalucía;Fallecidos;0;
29/02/2020;Andalucía;Total confirmados;3;
29/02/2020;Málaga;Confirmados PCR;2;
29/02/2020;Málaga;Hospitalizados;0;
29/02/2020;Málaga;UCI;0;
29/02/2020;Málaga;Curados;2;
29/02/2020;Málaga;Fallecidos;0;
29/02/2020;Málaga;Total confirmados;2;
29/02/2020;Sevilla;Confirmados PCR;1;
29/02/2020;Sevilla;Hospitalizados;0;
29/02/2020;Sevilla;UCI;0;
29/02/2020;Sevilla;Curados;1;
29/02/2020;Sevilla;Fallecidos;0;
29/02/2020;Sevilla;Total confirmados;1;
28/02/2020;Andalucía;Confirmados PCR;6;
28/02/2020;Andalucía;Hospitalizados;1;
28/02/2020;Andalucía;UCI;0;
28/02/2020;Andalucía;Curados;6;
28/02/2020;Andalucía;Fallecidos;0;
28/02/2020;Andalucía;Total confirmados;6;
28/02/2020;Jaén;Confirmados PCR;1;
28/02/2020;Jaén;Hospitalizados;0;
28/02/2020;Jaén;UCI;0;
28/02/2020;Jaén;Curados;1;
28/02/2020;Jaén;Fallecidos;0;
28/02/2020;Jaén;Total confirmados;1;
28/02/2020;Málaga;Confirmados PCR;4;
28/02/2020;Málaga;Hospitalizados;1;
28/02/2020;Málaga;UCI;0;
28/02/2020;Málaga;Curados;4;
28/02/2020;Málaga;Fallecidos;0;
28/02/2020;Málaga;Total confirmados;4;
28/02/2020;Sevilla;Confirmados PCR;1;
28/02/2020;Sevilla;Hospitalizados;0;
28/02/2020;Sevilla;UCI;0;
28/02/2020;Sevilla;Curados;1;
28/02/2020;Sevilla;Fallecidos;0;
28/02/2020;Sevilla;Total confirmados;1;
27/02/2020;Andalucía;Confirmados PCR;1;
27/02/2020;Andalucía;Hospitalizados;1;
27/02/2020;Andalucía;UCI;0;
27/02/2020;Andalucía;Curados;1;
27/02/2020;Andalucía;Fallecidos;0;
27/02/2020;Andalucía;Total confirmados;1;
27/02/2020;Almería;Confirmados PCR;1;
27/02/2020;Almería;Hospitalizados;1;
27/02/2020;Almería;UCI;0;
27/02/2020;Almería;Curados;1;
27/02/2020;Almería;Fallecidos;0;
27/02/2020;Almería;Total confirmados;1;
26/02/2020;Andalucía;Confirmados PCR;1;
26/02/2020;Andalucía;Hospitalizados;1;
26/02/2020;Andalucía;UCI;0;
26/02/2020;Andalucía;Curados;1;
26/02/2020;Andalucía;Fallecidos;0;
26/02/2020;Andalucía;Total confirmados;1;
26/02/2020;Sevilla;Confirmados PCR;1;
26/02/2020;Sevilla;Hospitalizados;1;
26/02/2020;Sevilla;UCI;0;
26/02/2020;Sevilla;Curados;1;
26/02/2020;Sevilla;Fallecidos;0;
26/02/2020;Sevilla;Total confirmados;1;
23/02/2020;Andalucía;Confirmados PCR;1;
23/02/2020;Andalucía;Hospitalizados;0;
23/02/2020;Andalucía;UCI;0;
23/02/2020;Andalucía;Curados;1;
23/02/2020;Andalucía;Fallecidos;0;
23/02/2020;Andalucía;Total confirmados;1;
23/02/2020;Cádiz;Confirmados PCR;1;
23/02/2020;Cádiz;Hospitalizados;0;
23/02/2020;Cádiz;UCI;0;
23/02/2020;Cádiz;Curados;1;
23/02/2020;Cádiz;Fallecidos;0;
23/02/2020;Cádiz;Total confirmados;1;
21/02/2020;Andalucía;Confirmados PCR;1;
21/02/2020;Andalucía;Hospitalizados;1;
21/02/2020;Andalucía;UCI;0;
21/02/2020;Andalucía;Curados;1;
21/02/2020;Andalucía;Fallecidos;0;
21/02/2020;Andalucía;Total confirmados;1;
21/02/2020;Málaga;Confirmados PCR;1;
21/02/2020;Málaga;Hospitalizados;1;
21/02/2020;Málaga;UCI;0;
21/02/2020;Málaga;Curados;1;
21/02/2020;Málaga;Fallecidos;0;
21/02/2020;Málaga;Total confirmados;1;
20/02/2020;Andalucía;Confirmados PCR;0;
20/02/2020;Andalucía;Hospitalizados;0;
20/02/2020;Andalucía;UCI;0;
20/02/2020;Andalucía;Curados;0;
20/02/2020;Andalucía;Fallecidos;0;
20/02/2020;Andalucía;Total confirmados;1;
20/02/2020;Málaga;Confirmados PCR;0;
20/02/2020;Málaga;Hospitalizados;0;
20/02/2020;Málaga;UCI;0;
20/02/2020;Málaga;Curados;0;
20/02/2020;Málaga;Fallecidos;0;
20/02/2020;Málaga;Total confirmados;1;
13/02/2020;Andalucía;Confirmados PCR;1;
13/02/2020;Andalucía;Hospitalizados;0;
13/02/2020;Andalucía;UCI;0;
13/02/2020;Andalucía;Curados;1;
13/02/2020;Andalucía;Fallecidos;0;
13/02/2020;Andalucía;Total confirmados;1;
13/02/2020;Sevilla;Confirmados PCR;1;
13/02/2020;Sevilla;Hospitalizados;0;
13/02/2020;Sevilla;UCI;0;
13/02/2020;Sevilla;Curados;1;
13/02/2020;Sevilla;Fallecidos;0;
13/02/2020;Sevilla;Total confirmados;1;
09/02/2020;Andalucía;Confirmados PCR;0;
09/02/2020;Andalucía;Hospitalizados;0;
09/02/2020;Andalucía;UCI;0;
09/02/2020;Andalucía;Curados;1;
09/02/2020;Andalucía;Fallecidos;0;
09/02/2020;Andalucía;Total confirmados;1;
09/02/2020;Granada;Confirmados PCR;0;
09/02/2020;Granada;Hospitalizados;0;
09/02/2020;Granada;UCI;0;
09/02/2020;Granada;Curados;1;
09/02/2020;Granada;Fallecidos;0;
09/02/2020;Granada;Total confirmados;1;
03/02/2020;Andalucía;Confirmados PCR;2;
03/02/2020;Andalucía;Hospitalizados;1;
03/02/2020;Andalucía;UCI;0;
03/02/2020;Andalucía;Curados;1;
03/02/2020;Andalucía;Fallecidos;1;
03/02/2020;Andalucía;Total confirmados;2;
03/02/2020;Huelva;Confirmados PCR;1;
03/02/2020;Huelva;Hospitalizados;1;
03/02/2020;Huelva;UCI;0;
03/02/2020;Huelva;Curados;0;
03/02/2020;Huelva;Fallecidos;1;
03/02/2020;Huelva;Total confirmados;1;
03/02/2020;Sevilla;Confirmados PCR;1;
03/02/2020;Sevilla;Hospitalizados;0;
03/02/2020;Sevilla;UCI;0;
03/02/2020;Sevilla;Curados;1;
03/02/2020;Sevilla;Fallecidos;0;
03/02/2020;Sevilla;Total confirmados;1;

          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
