Fecha;Territorio;Medida;Valor;
29/08/2020;Cádiz;Fallecidos;179;
29/08/2020;Cádiz;Curados;1739;
29/08/2020;Córdoba;Confirmados PDIA;2852;
29/08/2020;Córdoba;Confirmados PDIA 14 días;937;
29/08/2020;Córdoba;Confirmados PDIA 7 días;513;
29/08/2020;Córdoba;Total confirmados ;3258;
29/08/2020;Córdoba;Hospitalizados;622;
29/08/2020;Córdoba;Total UCI;82;
29/08/2020;Córdoba;Fallecidos;120;
29/08/2020;Córdoba;Curados;1819;
29/08/2020;Granada;Confirmados PDIA;4115;
29/08/2020;Granada;Confirmados PDIA 14 días;795;
29/08/2020;Granada;Confirmados PDIA 7 días;430;
29/08/2020;Granada;Total confirmados ;4920;
29/08/2020;Granada;Hospitalizados;1305;
29/08/2020;Granada;Total UCI;141;
29/08/2020;Granada;Fallecidos;296;
29/08/2020;Granada;Curados;3039;
29/08/2020;Huelva;Confirmados PDIA;650;
29/08/2020;Huelva;Confirmados PDIA 14 días;118;
29/08/2020;Huelva;Confirmados PDIA 7 días;65;
29/08/2020;Huelva;Total confirmados ;776;
29/08/2020;Huelva;Hospitalizados;233;
29/08/2020;Huelva;Total UCI;32;
29/08/2020;Huelva;Fallecidos;51;
29/08/2020;Huelva;Curados;504;
29/08/2020;Jaén;Confirmados PDIA;2120;
29/08/2020;Jaén;Confirmados PDIA 14 días;373;
29/08/2020;Jaén;Confirmados PDIA 7 días;212;
29/08/2020;Jaén;Total confirmados ;2618;
29/08/2020;Jaén;Hospitalizados;821;
29/08/2020;Jaén;Total UCI;94;
29/08/2020;Jaén;Fallecidos;194;
29/08/2020;Jaén;Curados;1911;
29/08/2020;Málaga;Confirmados PDIA;7111;
29/08/2020;Málaga;Confirmados PDIA 14 días;2299;
29/08/2020;Málaga;Confirmados PDIA 7 días;1182;
29/08/2020;Málaga;Total confirmados ;8891;
29/08/2020;Málaga;Hospitalizados;1722;
29/08/2020;Málaga;Total UCI;175;
29/08/2020;Málaga;Fallecidos;296;
29/08/2020;Málaga;Curados;4249;
29/08/2020;Sevilla;Confirmados PDIA;4372;
29/08/2020;Sevilla;Confirmados PDIA 14 días;1086;
29/08/2020;Sevilla;Confirmados PDIA 7 días;594;
29/08/2020;Sevilla;Total confirmados ;5046;
29/08/2020;Sevilla;Hospitalizados;1294;
29/08/2020;Sevilla;Total UCI;162;
29/08/2020;Sevilla;Fallecidos;293;
29/08/2020;Sevilla;Curados;3085;
28/08/2020;Andalucía;Confirmados PDIA;27741;
28/08/2020;Andalucía;Confirmados PDIA 14 días;8179;
28/08/2020;Andalucía;Confirmados PDIA 7 días;4247;
28/08/2020;Andalucía;Total confirmados ;32631;
28/08/2020;Andalucía;Hospitalizados;7160;
28/08/2020;Andalucía;Total UCI;848;
28/08/2020;Andalucía;Fallecidos;1495;
28/08/2020;Andalucía;Curados;17841;
28/08/2020;Almería;Confirmados PDIA;4258;
28/08/2020;Almería;Confirmados PDIA 14 días;1673;
28/08/2020;Almería;Confirmados PDIA 7 días;834;
28/08/2020;Almería;Total confirmados ;4534;
28/08/2020;Almería;Hospitalizados;512;
28/08/2020;Almería;Total UCI;74;
28/08/2020;Almería;Fallecidos;71;
28/08/2020;Almería;Curados;1538;
28/08/2020;Cádiz;Confirmados PDIA;2837;
28/08/2020;Cádiz;Confirmados PDIA 14 días;1049;
28/08/2020;Cádiz;Confirmados PDIA 7 días;510;
28/08/2020;Cádiz;Total confirmados ;3165;
28/08/2020;Cádiz;Hospitalizados;675;
28/08/2020;Cádiz;Total UCI;90;
28/08/2020;Cádiz;Fallecidos;177;
28/08/2020;Cádiz;Curados;1737;
28/08/2020;Córdoba;Confirmados PDIA;2768;
28/08/2020;Córdoba;Confirmados PDIA 14 días;917;
28/08/2020;Córdoba;Confirmados PDIA 7 días;498;
28/08/2020;Córdoba;Total confirmados ;3173;
28/08/2020;Córdoba;Hospitalizados;619;
28/08/2020;Córdoba;Total UCI;81;
28/08/2020;Córdoba;Fallecidos;119;
28/08/2020;Córdoba;Curados;1808;
28/08/2020;Granada;Confirmados PDIA;4058;
28/08/2020;Granada;Confirmados PDIA 14 días;786;
28/08/2020;Granada;Confirmados PDIA 7 días;452;
28/08/2020;Granada;Total confirmados ;4863;
28/08/2020;Granada;Hospitalizados;1300;
28/08/2020;Granada;Total UCI;141;
28/08/2020;Granada;Fallecidos;295;
28/08/2020;Granada;Curados;3039;
28/08/2020;Huelva;Confirmados PDIA;642;
28/08/2020;Huelva;Confirmados PDIA 14 días;115;
28/08/2020;Huelva;Confirmados PDIA 7 días;63;
28/08/2020;Huelva;Total confirmados ;768;
28/08/2020;Huelva;Hospitalizados;233;
28/08/2020;Huelva;Total UCI;32;
28/08/2020;Huelva;Fallecidos;51;
28/08/2020;Huelva;Curados;504;
28/08/2020;Jaén;Confirmados PDIA;2051;
28/08/2020;Jaén;Confirmados PDIA 14 días;320;
28/08/2020;Jaén;Confirmados PDIA 7 días;177;
28/08/2020;Jaén;Total confirmados ;2549;
28/08/2020;Jaén;Hospitalizados;817;
28/08/2020;Jaén;Total UCI;94;
28/08/2020;Jaén;Fallecidos;194;
28/08/2020;Jaén;Curados;1898;
28/08/2020;Málaga;Confirmados PDIA;6880;
28/08/2020;Málaga;Confirmados PDIA 14 días;2261;
28/08/2020;Málaga;Confirmados PDIA 7 días;1180;
28/08/2020;Málaga;Total confirmados ;8658;
28/08/2020;Málaga;Hospitalizados;1713;
28/08/2020;Málaga;Total UCI;174;
28/08/2020;Málaga;Fallecidos;296;
28/08/2020;Málaga;Curados;4233;
28/08/2020;Sevilla;Confirmados PDIA;4247;
28/08/2020;Sevilla;Confirmados PDIA 14 días;1058;
28/08/2020;Sevilla;Confirmados PDIA 7 días;533;
28/08/2020;Sevilla;Total confirmados ;4921;
28/08/2020;Sevilla;Hospitalizados;1291;
28/08/2020;Sevilla;Total UCI;162;
28/08/2020;Sevilla;Fallecidos;292;
28/08/2020;Sevilla;Curados;3084;
27/08/2020;Andalucía;Confirmados PDIA;26832;
27/08/2020;Andalucía;Confirmados PDIA 14 días;7854;
27/08/2020;Andalucía;Confirmados PDIA 7 días;4026;
27/08/2020;Andalucía;Total confirmados ;31721;
27/08/2020;Andalucía;Hospitalizados;7102;
27/08/2020;Andalucía;Total UCI;841;
27/08/2020;Andalucía;Fallecidos;1491;
27/08/2020;Andalucía;Curados;17685;
27/08/2020;Almería;Confirmados PDIA;4098;
27/08/2020;Almería;Confirmados PDIA 14 días;1669;
27/08/2020;Almería;Confirmados PDIA 7 días;767;
27/08/2020;Almería;Total confirmados ;4374;
27/08/2020;Almería;Hospitalizados;499;
27/08/2020;Almería;Total UCI;73;
27/08/2020;Almería;Fallecidos;69;
27/08/2020;Almería;Curados;1520;
27/08/2020;Cádiz;Confirmados PDIA;2708;
27/08/2020;Cádiz;Confirmados PDIA 14 días;971;
27/08/2020;Cádiz;Confirmados PDIA 7 días;483;
27/08/2020;Cádiz;Total confirmados ;3036;
27/08/2020;Cádiz;Hospitalizados;675;
27/08/2020;Cádiz;Total UCI;88;
27/08/2020;Cádiz;Fallecidos;177;
27/08/2020;Cádiz;Curados;1671;
27/08/2020;Córdoba;Confirmados PDIA;2692;
27/08/2020;Córdoba;Confirmados PDIA 14 días;868;
27/08/2020;Córdoba;Confirmados PDIA 7 días;477;
27/08/2020;Córdoba;Total confirmados ;3096;
27/08/2020;Córdoba;Hospitalizados;608;
27/08/2020;Córdoba;Total UCI;81;
27/08/2020;Córdoba;Fallecidos;118;
27/08/2020;Córdoba;Curados;1801;
27/08/2020;Granada;Confirmados PDIA;3955;
27/08/2020;Granada;Confirmados PDIA 14 días;730;
27/08/2020;Granada;Confirmados PDIA 7 días;415;
27/08/2020;Granada;Total confirmados ;4760;
27/08/2020;Granada;Hospitalizados;1294;
27/08/2020;Granada;Total UCI;141;
27/08/2020;Granada;Fallecidos;294;
27/08/2020;Granada;Curados;3038;
27/08/2020;Huelva;Confirmados PDIA;624;
27/08/2020;Huelva;Confirmados PDIA 14 días;106;
27/08/2020;Huelva;Confirmados PDIA 7 días;64;
27/08/2020;Huelva;Total confirmados ;750;
27/08/2020;Huelva;Hospitalizados;232;
27/08/2020;Huelva;Total UCI;32;
27/08/2020;Huelva;Fallecidos;51;
27/08/2020;Huelva;Curados;504;
27/08/2020;Jaén;Confirmados PDIA;2027;
27/08/2020;Jaén;Confirmados PDIA 14 días;323;
27/08/2020;Jaén;Confirmados PDIA 7 días;198;
27/08/2020;Jaén;Total confirmados ;2525;
27/08/2020;Jaén;Hospitalizados;815;
27/08/2020;Jaén;Total UCI;94;
27/08/2020;Jaén;Fallecidos;194;
27/08/2020;Jaén;Curados;1892;
27/08/2020;Málaga;Confirmados PDIA;6597;
27/08/2020;Málaga;Confirmados PDIA 14 días;2186;
27/08/2020;Málaga;Confirmados PDIA 7 días;1103;
27/08/2020;Málaga;Total confirmados ;8375;
27/08/2020;Málaga;Hospitalizados;1692;
27/08/2020;Málaga;Total UCI;170;
27/08/2020;Málaga;Fallecidos;296;
27/08/2020;Málaga;Curados;4195;
27/08/2020;Sevilla;Confirmados PDIA;4131;
27/08/2020;Sevilla;Confirmados PDIA 14 días;1001;
27/08/2020;Sevilla;Confirmados PDIA 7 días;519;
27/08/2020;Sevilla;Total confirmados ;4805;
27/08/2020;Sevilla;Hospitalizados;1287;
27/08/2020;Sevilla;Total UCI;162;
27/08/2020;Sevilla;Fallecidos;292;
27/08/2020;Sevilla;Curados;3064;
26/08/2020;Andalucía;Confirmados PDIA;26016;
26/08/2020;Andalucía;Confirmados PDIA 14 días;7576;
26/08/2020;Andalucía;Confirmados PDIA 7 días;3879;
26/08/2020;Andalucía;Total confirmados ;30901;
26/08/2020;Andalucía;Hospitalizados;7039;
26/08/2020;Andalucía;Total UCI;834;
26/08/2020;Andalucía;Fallecidos;1490;
26/08/2020;Andalucía;Curados;17559;
26/08/2020;Almería;Confirmados PDIA;3977;
26/08/2020;Almería;Confirmados PDIA 14 días;1691;
26/08/2020;Almería;Confirmados PDIA 7 días;778;
26/08/2020;Almería;Total confirmados ;4253;
26/08/2020;Almería;Hospitalizados;480;
26/08/2020;Almería;Total UCI;72;
26/08/2020;Almería;Fallecidos;69;
26/08/2020;Almería;Curados;1501;
26/08/2020;Cádiz;Confirmados PDIA;2542;
26/08/2020;Cádiz;Confirmados PDIA 14 días;857;
26/08/2020;Cádiz;Confirmados PDIA 7 días;415;
26/08/2020;Cádiz;Total confirmados ;2868;
26/08/2020;Cádiz;Hospitalizados;670;
26/08/2020;Cádiz;Total UCI;88;
26/08/2020;Cádiz;Fallecidos;177;
26/08/2020;Cádiz;Curados;1669;
26/08/2020;Córdoba;Confirmados PDIA;2609;
26/08/2020;Córdoba;Confirmados PDIA 14 días;797;
26/08/2020;Córdoba;Confirmados PDIA 7 días;484;
26/08/2020;Córdoba;Total confirmados ;3012;
26/08/2020;Córdoba;Hospitalizados;605;
26/08/2020;Córdoba;Total UCI;80;
26/08/2020;Córdoba;Fallecidos;118;
26/08/2020;Córdoba;Curados;1797;
26/08/2020;Granada;Confirmados PDIA;3876;
26/08/2020;Granada;Confirmados PDIA 14 días;698;
26/08/2020;Granada;Confirmados PDIA 7 días;393;
26/08/2020;Granada;Total confirmados ;4681;
26/08/2020;Granada;Hospitalizados;1290;
26/08/2020;Granada;Total UCI;141;
26/08/2020;Granada;Fallecidos;294;
26/08/2020;Granada;Curados;3028;
26/08/2020;Huelva;Confirmados PDIA;618;
26/08/2020;Huelva;Confirmados PDIA 14 días;117;
26/08/2020;Huelva;Confirmados PDIA 7 días;63;
26/08/2020;Huelva;Total confirmados ;744;
26/08/2020;Huelva;Hospitalizados;232;
26/08/2020;Huelva;Total UCI;32;
26/08/2020;Huelva;Fallecidos;51;
26/08/2020;Huelva;Curados;504;
26/08/2020;Jaén;Confirmados PDIA;1991;
26/08/2020;Jaén;Confirmados PDIA 14 días;315;
26/08/2020;Jaén;Confirmados PDIA 7 días;179;
26/08/2020;Jaén;Total confirmados ;2488;
26/08/2020;Jaén;Hospitalizados;814;
26/08/2020;Jaén;Total UCI;94;
26/08/2020;Jaén;Fallecidos;194;
26/08/2020;Jaén;Curados;1877;
26/08/2020;Málaga;Confirmados PDIA;6359;
26/08/2020;Málaga;Confirmados PDIA 14 días;2135;
26/08/2020;Málaga;Confirmados PDIA 7 días;1026;
26/08/2020;Málaga;Total confirmados ;8137;
26/08/2020;Málaga;Hospitalizados;1667;
26/08/2020;Málaga;Total UCI;168;
26/08/2020;Málaga;Fallecidos;295;
26/08/2020;Málaga;Curados;4191;
26/08/2020;Sevilla;Confirmados PDIA;4044;
26/08/2020;Sevilla;Confirmados PDIA 14 días;966;
26/08/2020;Sevilla;Confirmados PDIA 7 días;541;
26/08/2020;Sevilla;Total confirmados ;4718;
26/08/2020;Sevilla;Hospitalizados;1281;
26/08/2020;Sevilla;Total UCI;159;
26/08/2020;Sevilla;Fallecidos;292;
26/08/2020;Sevilla;Curados;2992;
25/08/2020;Andalucía;Confirmados PDIA;25170;
25/08/2020;Andalucía;Confirmados PDIA 14 días;7153;
25/08/2020;Andalucía;Confirmados PDIA 7 días;3631;
25/08/2020;Andalucía;Total confirmados ;30055;
25/08/2020;Andalucía;Hospitalizados;6991;
25/08/2020;Andalucía;Total UCI;832;
25/08/2020;Andalucía;Fallecidos;1486;
25/08/2020;Andalucía;Curados;17514;
25/08/2020;Almería;Confirmados PDIA;3853;
25/08/2020;Almería;Confirmados PDIA 14 días;1679;
25/08/2020;Almería;Confirmados PDIA 7 días;772;
25/08/2020;Almería;Total confirmados ;4130;
25/08/2020;Almería;Hospitalizados;476;
25/08/2020;Almería;Total UCI;71;
25/08/2020;Almería;Fallecidos;68;
25/08/2020;Almería;Curados;1499;
25/08/2020;Cádiz;Confirmados PDIA;2467;
25/08/2020;Cádiz;Confirmados PDIA 14 días;832;
25/08/2020;Cádiz;Confirmados PDIA 7 días;416;
25/08/2020;Cádiz;Total confirmados ;2793;
25/08/2020;Cádiz;Hospitalizados;661;
25/08/2020;Cádiz;Total UCI;88;
25/08/2020;Cádiz;Fallecidos;177;
25/08/2020;Cádiz;Curados;1669;
25/08/2020;Córdoba;Confirmados PDIA;2491;
25/08/2020;Córdoba;Confirmados PDIA 14 días;712;
25/08/2020;Córdoba;Confirmados PDIA 7 días;420;
25/08/2020;Córdoba;Total confirmados ;2894;
25/08/2020;Córdoba;Hospitalizados;601;
25/08/2020;Córdoba;Total UCI;80;
25/08/2020;Córdoba;Fallecidos;117;
25/08/2020;Córdoba;Curados;1792;
25/08/2020;Granada;Confirmados PDIA;3813;
25/08/2020;Granada;Confirmados PDIA 14 días;671;
25/08/2020;Granada;Confirmados PDIA 7 días;393;
25/08/2020;Granada;Total confirmados ;4618;
25/08/2020;Granada;Hospitalizados;1285;
25/08/2020;Granada;Total UCI;141;
25/08/2020;Granada;Fallecidos;293;
25/08/2020;Granada;Curados;3028;
25/08/2020;Huelva;Confirmados PDIA;601;
25/08/2020;Huelva;Confirmados PDIA 14 días;108;
25/08/2020;Huelva;Confirmados PDIA 7 días;62;
25/08/2020;Huelva;Total confirmados ;727;
25/08/2020;Huelva;Hospitalizados;232;
25/08/2020;Huelva;Total UCI;32;
25/08/2020;Huelva;Fallecidos;51;
25/08/2020;Huelva;Curados;504;
25/08/2020;Jaén;Confirmados PDIA;1955;
25/08/2020;Jaén;Confirmados PDIA 14 días;282;
25/08/2020;Jaén;Confirmados PDIA 7 días;162;
25/08/2020;Jaén;Total confirmados ;2452;
25/08/2020;Jaén;Hospitalizados;811;
25/08/2020;Jaén;Total UCI;93;
25/08/2020;Jaén;Fallecidos;194;
25/08/2020;Jaén;Curados;1849;
25/08/2020;Málaga;Confirmados PDIA;6038;
25/08/2020;Málaga;Confirmados PDIA 14 días;1946;
25/08/2020;Málaga;Confirmados PDIA 7 días;892;
25/08/2020;Málaga;Total confirmados ;7815;
25/08/2020;Málaga;Hospitalizados;1656;
25/08/2020;Málaga;Total UCI;168;
25/08/2020;Málaga;Fallecidos;294;
25/08/2020;Málaga;Curados;4184;
25/08/2020;Sevilla;Confirmados PDIA;3952;
25/08/2020;Sevilla;Confirmados PDIA 14 días;923;
25/08/2020;Sevilla;Confirmados PDIA 7 días;514;
25/08/2020;Sevilla;Total confirmados ;4626;
25/08/2020;Sevilla;Hospitalizados;1269;
25/08/2020;Sevilla;Total UCI;159;
25/08/2020;Sevilla;Fallecidos;292;
25/08/2020;Sevilla;Curados;2989;
24/08/2020;Andalucía;Confirmados PDIA;24541;
24/08/2020;Andalucía;Confirmados PDIA 14 días;6766;
24/08/2020;Andalucía;Confirmados PDIA 7 días;3495;
24/08/2020;Andalucía;Total confirmados ;29425;
24/08/2020;Andalucía;Hospitalizados;6923;
24/08/2020;Andalucía;Total UCI;827;
24/08/2020;Andalucía;Fallecidos;1481;
24/08/2020;Andalucía;Curados;17411;
24/08/2020;Almería;Confirmados PDIA;3728;
24/08/2020;Almería;Confirmados PDIA 14 días;1618;
24/08/2020;Almería;Confirmados PDIA 7 días;772;
24/08/2020;Almería;Total confirmados ;4004;
24/08/2020;Almería;Hospitalizados;453;
24/08/2020;Almería;Total UCI;68;
24/08/2020;Almería;Fallecidos;66;
24/08/2020;Almería;Curados;1481;
24/08/2020;Cádiz;Confirmados PDIA;2372;
24/08/2020;Cádiz;Confirmados PDIA 14 días;765;
24/08/2020;Cádiz;Confirmados PDIA 7 días;369;
24/08/2020;Cádiz;Total confirmados ;2698;
24/08/2020;Cádiz;Hospitalizados;660;
24/08/2020;Cádiz;Total UCI;88;
24/08/2020;Cádiz;Fallecidos;177;
24/08/2020;Cádiz;Curados;1625;
24/08/2020;Córdoba;Confirmados PDIA;2398;
24/08/2020;Córdoba;Confirmados PDIA 14 días;646;
24/08/2020;Córdoba;Confirmados PDIA 7 días;370;
24/08/2020;Córdoba;Total confirmados ;2801;
24/08/2020;Córdoba;Hospitalizados;596;
24/08/2020;Córdoba;Total UCI;80;
24/08/2020;Córdoba;Fallecidos;118;
24/08/2020;Córdoba;Curados;1786;
24/08/2020;Granada;Confirmados PDIA;3763;
24/08/2020;Granada;Confirmados PDIA 14 días;636;
24/08/2020;Granada;Confirmados PDIA 7 días;378;
24/08/2020;Granada;Total confirmados ;4568;
24/08/2020;Granada;Hospitalizados;1283;
24/08/2020;Granada;Total UCI;140;
24/08/2020;Granada;Fallecidos;293;
24/08/2020;Granada;Curados;3028;
24/08/2020;Huelva;Confirmados PDIA;595;
24/08/2020;Huelva;Confirmados PDIA 14 días;103;
24/08/2020;Huelva;Confirmados PDIA 7 días;59;
24/08/2020;Huelva;Total confirmados ;721;
24/08/2020;Huelva;Hospitalizados;232;
24/08/2020;Huelva;Total UCI;32;
24/08/2020;Huelva;Fallecidos;51;
24/08/2020;Huelva;Curados;499;
24/08/2020;Jaén;Confirmados PDIA;1931;
24/08/2020;Jaén;Confirmados PDIA 14 días;270;
24/08/2020;Jaén;Confirmados PDIA 7 días;153;
24/08/2020;Jaén;Total confirmados ;2428;
24/08/2020;Jaén;Hospitalizados;804;
24/08/2020;Jaén;Total UCI;93;
24/08/2020;Jaén;Fallecidos;192;
24/08/2020;Jaén;Curados;1846;
24/08/2020;Málaga;Confirmados PDIA;5894;
24/08/2020;Málaga;Confirmados PDIA 14 días;1877;
24/08/2020;Málaga;Confirmados PDIA 7 días;928;
24/08/2020;Málaga;Total confirmados ;7671;
24/08/2020;Málaga;Hospitalizados;1637;
24/08/2020;Málaga;Total UCI;167;
24/08/2020;Málaga;Fallecidos;293;
24/08/2020;Málaga;Curados;4160;
24/08/2020;Sevilla;Confirmados PDIA;3860;
24/08/2020;Sevilla;Confirmados PDIA 14 días;851;
24/08/2020;Sevilla;Confirmados PDIA 7 días;466;
24/08/2020;Sevilla;Total confirmados ;4534;
24/08/2020;Sevilla;Hospitalizados;1258;
24/08/2020;Sevilla;Total UCI;159;
24/08/2020;Sevilla;Fallecidos;291;
24/08/2020;Sevilla;Curados;2986;
23/08/2020;Andalucía;Confirmados PDIA;23980;
23/08/2020;Andalucía;Confirmados PDIA 14 días;6443;
23/08/2020;Andalucía;Confirmados PDIA 7 días;3302;
23/08/2020;Andalucía;Total confirmados ;28864;
23/08/2020;Andalucía;Hospitalizados;6910;
23/08/2020;Andalucía;Total UCI;827;
23/08/2020;Andalucía;Fallecidos;1479;
23/08/2020;Andalucía;Curados;17389;
23/08/2020;Almería;Confirmados PDIA;3556;
23/08/2020;Almería;Confirmados PDIA 14 días;1498;
23/08/2020;Almería;Confirmados PDIA 7 días;669;
23/08/2020;Almería;Total confirmados ;3832;
23/08/2020;Almería;Hospitalizados;452;
23/08/2020;Almería;Total UCI;68;
23/08/2020;Almería;Fallecidos;65;
23/08/2020;Almería;Curados;1481;
23/08/2020;Cádiz;Confirmados PDIA;2317;
23/08/2020;Cádiz;Confirmados PDIA 14 días;741;
23/08/2020;Cádiz;Confirmados PDIA 7 días;373;
23/08/2020;Cádiz;Total confirmados ;2643;
23/08/2020;Cádiz;Hospitalizados;658;
23/08/2020;Cádiz;Total UCI;88;
23/08/2020;Cádiz;Fallecidos;176;
23/08/2020;Cádiz;Curados;1625;
23/08/2020;Córdoba;Confirmados PDIA;2332;
23/08/2020;Córdoba;Confirmados PDIA 14 días;608;
23/08/2020;Córdoba;Confirmados PDIA 7 días;357;
23/08/2020;Córdoba;Total confirmados ;2735;
23/08/2020;Córdoba;Hospitalizados;594;
23/08/2020;Córdoba;Total UCI;80;
23/08/2020;Córdoba;Fallecidos;117;
23/08/2020;Córdoba;Curados;1786;
23/08/2020;Granada;Confirmados PDIA;3692;
23/08/2020;Granada;Confirmados PDIA 14 días;593;
23/08/2020;Granada;Confirmados PDIA 7 días;332;
23/08/2020;Granada;Total confirmados ;4497;
23/08/2020;Granada;Hospitalizados;1281;
23/08/2020;Granada;Total UCI;140;
23/08/2020;Granada;Fallecidos;293;
23/08/2020;Granada;Curados;3028;
23/08/2020;Huelva;Confirmados PDIA;590;
23/08/2020;Huelva;Confirmados PDIA 14 días;98;
23/08/2020;Huelva;Confirmados PDIA 7 días;55;
23/08/2020;Huelva;Total confirmados ;716;
23/08/2020;Huelva;Hospitalizados;232;
23/08/2020;Huelva;Total UCI;32;
23/08/2020;Huelva;Fallecidos;51;
23/08/2020;Huelva;Curados;499;
23/08/2020;Jaén;Confirmados PDIA;1909;
23/08/2020;Jaén;Confirmados PDIA 14 días;251;
23/08/2020;Jaén;Confirmados PDIA 7 días;150;
23/08/2020;Jaén;Total confirmados ;2406;
23/08/2020;Jaén;Hospitalizados;804;
23/08/2020;Jaén;Total UCI;93;
23/08/2020;Jaén;Fallecidos;193;
23/08/2020;Jaén;Curados;1846;
23/08/2020;Málaga;Confirmados PDIA;5765;
23/08/2020;Málaga;Confirmados PDIA 14 días;1820;
23/08/2020;Málaga;Confirmados PDIA 7 días;907;
23/08/2020;Málaga;Total confirmados ;7542;
23/08/2020;Málaga;Hospitalizados;1632;
23/08/2020;Málaga;Total UCI;167;
23/08/2020;Málaga;Fallecidos;293;
23/08/2020;Málaga;Curados;4159;
23/08/2020;Sevilla;Confirmados PDIA;3819;
23/08/2020;Sevilla;Confirmados PDIA 14 días;834;
23/08/2020;Sevilla;Confirmados PDIA 7 días;459;
23/08/2020;Sevilla;Total confirmados ;4493;
23/08/2020;Sevilla;Hospitalizados;1257;
23/08/2020;Sevilla;Total UCI;159;
23/08/2020;Sevilla;Fallecidos;291;
23/08/2020;Sevilla;Curados;2965;
22/08/2020;Andalucía;Confirmados PDIA;23387;
22/08/2020;Andalucía;Confirmados PDIA 14 días;6178;
22/08/2020;Andalucía;Confirmados PDIA 7 días;3284;
22/08/2020;Andalucía;Total confirmados ;28271;
22/08/2020;Andalucía;Hospitalizados;6898;
22/08/2020;Andalucía;Total UCI;827;
22/08/2020;Andalucía;Fallecidos;1477;
22/08/2020;Andalucía;Curados;17383;
22/08/2020;Almería;Confirmados PDIA;3441;
22/08/2020;Almería;Confirmados PDIA 14 días;1501;
22/08/2020;Almería;Confirmados PDIA 7 días;703;
22/08/2020;Almería;Total confirmados ;3717;
22/08/2020;Almería;Hospitalizados;452;
22/08/2020;Almería;Total UCI;68;
22/08/2020;Almería;Fallecidos;64;
22/08/2020;Almería;Curados;1481;
22/08/2020;Cádiz;Confirmados PDIA;2274;
22/08/2020;Cádiz;Confirmados PDIA 14 días;727;
22/08/2020;Cádiz;Confirmados PDIA 7 días;415;
22/08/2020;Cádiz;Total confirmados ;2600;
22/08/2020;Cádiz;Hospitalizados;657;
22/08/2020;Cádiz;Total UCI;88;
22/08/2020;Cádiz;Fallecidos;176;
22/08/2020;Cádiz;Curados;1625;
22/08/2020;Córdoba;Confirmados PDIA;2260;
22/08/2020;Córdoba;Confirmados PDIA 14 días;546;
22/08/2020;Córdoba;Confirmados PDIA 7 días;348;
22/08/2020;Córdoba;Total confirmados ;2663;
22/08/2020;Córdoba;Hospitalizados;593;
22/08/2020;Córdoba;Total UCI;80;
22/08/2020;Córdoba;Fallecidos;117;
22/08/2020;Córdoba;Curados;1786;
22/08/2020;Granada;Confirmados PDIA;3611;
22/08/2020;Granada;Confirmados PDIA 14 días;527;
22/08/2020;Granada;Confirmados PDIA 7 días;300;
22/08/2020;Granada;Total confirmados ;4416;
22/08/2020;Granada;Hospitalizados;1280;
22/08/2020;Granada;Total UCI;140;
22/08/2020;Granada;Fallecidos;293;
22/08/2020;Granada;Curados;3028;
22/08/2020;Huelva;Confirmados PDIA;581;
22/08/2020;Huelva;Confirmados PDIA 14 días;99;
22/08/2020;Huelva;Confirmados PDIA 7 días;49;
22/08/2020;Huelva;Total confirmados ;707;
22/08/2020;Huelva;Hospitalizados;232;
22/08/2020;Huelva;Total UCI;32;
22/08/2020;Huelva;Fallecidos;51;
22/08/2020;Huelva;Curados;499;
22/08/2020;Jaén;Confirmados PDIA;1891;
22/08/2020;Jaén;Confirmados PDIA 14 días;256;
22/08/2020;Jaén;Confirmados PDIA 7 días;150;
22/08/2020;Jaén;Total confirmados ;2388;
22/08/2020;Jaén;Hospitalizados;804;
22/08/2020;Jaén;Total UCI;93;
22/08/2020;Jaén;Fallecidos;192;
22/08/2020;Jaén;Curados;1846;
22/08/2020;Málaga;Confirmados PDIA;5592;
22/08/2020;Málaga;Confirmados PDIA 14 días;1723;
22/08/2020;Málaga;Confirmados PDIA 7 días;866;
22/08/2020;Málaga;Total confirmados ;7369;
22/08/2020;Málaga;Hospitalizados;1625;
22/08/2020;Málaga;Total UCI;167;
22/08/2020;Málaga;Fallecidos;293;
22/08/2020;Málaga;Curados;4153;
22/08/2020;Sevilla;Confirmados PDIA;3737;
22/08/2020;Sevilla;Confirmados PDIA 14 días;799;
22/08/2020;Sevilla;Confirmados PDIA 7 días;453;
22/08/2020;Sevilla;Total confirmados ;4411;
22/08/2020;Sevilla;Hospitalizados;1255;
22/08/2020;Sevilla;Total UCI;159;
22/08/2020;Sevilla;Fallecidos;291;
22/08/2020;Sevilla;Curados;2965;
21/08/2020;Andalucía;Confirmados PDIA;22740;
21/08/2020;Andalucía;Confirmados PDIA 14 días;5885;
21/08/2020;Andalucía;Confirmados PDIA 7 días;3288;
21/08/2020;Andalucía;Total confirmados ;27623;
21/08/2020;Andalucía;Hospitalizados;6867;
21/08/2020;Andalucía;Total UCI;821;
21/08/2020;Andalucía;Fallecidos;1475;
21/08/2020;Andalucía;Curados;17242;
21/08/2020;Almería;Confirmados PDIA;3277;
21/08/2020;Almería;Confirmados PDIA 14 días;1449;
21/08/2020;Almería;Confirmados PDIA 7 días;693;
21/08/2020;Almería;Total confirmados ;3552;
21/08/2020;Almería;Hospitalizados;446;
21/08/2020;Almería;Total UCI;64;
21/08/2020;Almería;Fallecidos;64;
